Najom,Rozloha
319.0,59.0
3000.0,200.0
1193.0,63.0
2167.0,108.0
133.0,29.6
550.0,123.5
950.0,86.0
340.0,70.0
596.5,75.4
1199.0,114.0
300.0,68.94
550.0,76.0
440.0,52.0
290.0,57.0
707.0,70.65
202.0,40.0
650.0,70.0
354.49,64.22
270.0,56.0
395.0,70.0
690.0,90.0
845.0,60.0
354.45,69.5
230.0,54.0
270.0,49.0
227.64,56.91
790.0,70.0
1050.0,105.0
315.6,79.91
390.0,78.0
1300.0,153.0
370.0,69.06
800.0,95.0
334.0,62.5
978.0,146.0
345.0,56.56
545.0,42.2
220.0,35.0
311.25,50.33
970.0,130.0
245.0,65.66
434.0,48.16
240.0,35.0
360.0,66.0
750.0,73.0
1580.0,55.0
266.0,57.79
390.0,70.0
500.0,81.0
149.11,24.05
130.0,22.5
380.0,67.69
180.0,30.0
1726.08,119.04
360.0,25.0
585.0,87.0
1595.0,80.0
350.0,42.0
1123.44,75.5
420.0,72.5
1420.0,138.0
530.0,108.0
750.0,78.0
400.0,60.0
390.0,60.09
1549.0,78.17
230.0,40.0
900.0,145.0
1254.09,122.35
580.0,42.0
400.0,70.0
560.0,51.32
340.0,62.0
298.0,54.16
245.0,46.0
995.0,93.0
645.0,49.0
730.0,109.0
1555.0,79.0
449.0,58.0
1360.0,140.0
552.0,81.19
1162.0,94.0
385.0,59.0
300.0,32.0
554.42,80.35
1110.0,34.0
367.54,34.0
400.0,80.0
1395.0,155.0
1400.0,73.24
309.0,41.64
1254.0,95.0
753.0,64.3
680.0,85.0
724.37,85.22
315.0,61.0
470.0,62.2
901.0,106.0
1271.0,92.37
2565.0,171.0
850.0,98.0
377.0,58.0
440.0,90.0
310.0,60.24
930.0,101.41
1459.0,81.0
1150.0,145.0
375.0,70.0
379.0,52.25
1405.0,78.0
525.0,55.0
2300.0,144.0
255.5,36.5
260.0,48.31
1148.0,117.46
454.0,55.73
560.0,82.0
563.0,66.18
2400.0,111.0
282.83,55.9
380.0,56.22
637.0,67.0
369.0,74.0
287.0,59.75
982.0,61.13
500.0,45.0
1614.62,84.98
375.0,80.0
420.0,36.0
445.0,74.37
540.0,72.0
312.0,57.88
495.0,38.0
577.0,88.95
853.0,71.6
544.0,79.96
650.0,100.0
340.0,53.0
562.0,74.94
300.0,48.0
989.67,89.97
1049.0,43.0
620.0,62.0
783.0,68.0
495.0,72.0
374.4,48.0
315.0,68.84
1155.0,53.0
741.52,80.6
2850.0,105.0
552.83,73.71
640.0,64.0
374.0,68.0
540.0,76.77
390.0,88.4
300.0,53.48
1127.36,76.52
295.0,45.0
480.0,80.0
280.0,48.0
530.0,126.0
319.0,50.11
1030.0,79.6
600.0,60.0
310.0,50.5
270.0,61.85
2100.0,360.0
1883.0,85.6
340.0,38.0
825.0,101.0
490.0,67.0
300.0,71.5
795.0,65.32
1268.75,72.5
200.0,42.0
300.0,70.0
1090.0,109.0
590.0,90.0
584.0,58.39
297.0,66.0
620.0,59.8
559.0,91.53
1600.0,117.8
525.0,30.0
490.0,70.0
658.0,122.0
490.0,64.0
670.0,83.0
590.0,75.0
398.3,82.0
365.0,76.68
1200.0,84.0
1545.0,86.0
700.0,78.3
875.0,92.22
450.0,94.0
1068.0,89.0
451.0,73.94
520.0,80.0
300.0,46.96
432.0,72.0
355.0,60.0
780.0,120.0
1495.0,94.0
230.0,36.67
500.0,77.0
925.0,132.0
280.0,30.0
990.0,97.5
344.0,55.56
1490.0,100.78
217.0,40.0
995.0,92.15
350.0,72.3
495.0,80.0
243.56,55.23
306.95,61.39
1540.0,192.0
190.0,36.11
355.0,48.9
368.0,61.0
1794.0,138.18
190.0,35.0
650.0,68.63
560.0,68.0
1000.0,98.0
350.0,63.64
576.0,64.0
804.61,94.66
450.0,67.0
299.0,71.13
898.0,79.73
700.0,70.0
700.0,50.0
496.51,65.33
470.0,63.0
795.0,127.0
370.0,59.55
384.0,73.6
780.0,78.0
420.0,60.47
1990.0,105.26
585.0,47.0
830.0,125.0
249.0,59.0
240.0,60.0
994.0,116.86
690.0,70.0
543.0,65.38
980.0,98.0
650.0,93.0
200.0,50.0
1050.0,136.0
1298.0,122.95
629.0,79.37
270.0,36.93
410.0,28.0
660.0,83.0
373.25,77.76
336.0,48.0
520.0,63.3
370.0,61.86
610.0,100.0
1275.0,87.9
665.0,70.0
2680.0,138.0
230.0,26.0
2400.0,157.0
375.0,85.0
900.0,102.0
540.0,67.58
670.0,105.0
293.0,52.0
265.0,47.81
900.0,33.0
397.0,21.0
457.1,45.71
1150.0,134.0
330.0,82.92
354.0,54.4
324.7,63.5
355.0,68.18
332.7,74.37
580.0,29.0
1440.0,74.26
300.0,18.0
1350.0,127.0
230.0,26.7
1070.0,97.0
314.6,143.0
390.0,70.0
210.0,46.51
8000.0,80.0
280.0,35.0
1390.0,122.0
175.0,36.0
195.0,31.98
212.0,42.45
929.5,92.95
240.0,60.0
374.6,44.07
318.0,63.68
1200.0,102.0
850.0,77.0
880.0,89.7
345.0,63.0
520.0,70.0
360.0,61.87
450.0,14.01
343.0,57.17
365.0,60.8
250.0,44.0
620.0,69.0
552.85,99.0
876.0,73.0
1450.0,106.25
800.0,67.0
270.0,54.0
522.0,95.0
194.75,38.95
265.0,42.0
428.0,50.26
400.0,41.0
800.0,61.5
750.0,71.86
1090.0,99.0
520.0,21.0
926.0,103.0
721.12,72.48
3745.44,220.32
1280.0,69.0
200.0,47.19
225.0,47.0
378.0,31.46
850.0,105.0
355.0,22.0
190.0,38.55
1550.0,88.0
1750.0,137.57
600.0,73.0
550.0,55.0
1616.0,101.0
414.4,51.8
650.0,83.0
288.76,56.62
493.0,85.0
685.17,59.58
350.0,75.0
350.0,40.0
1700.0,77.0
285.0,42.0
330.0,55.26
1750.0,125.0
1650.0,130.0
783.0,85.03
183.0,35.88
480.0,63.0
320.1,50.41
2750.0,189.0
995.0,103.4
400.0,79.25
299.0,59.0
473.0,61.0
381.48,74.6
351.0,51.48
320.0,78.0
300.0,56.59
1350.0,63.4
129.0,21.56
315.0,48.4
420.0,71.6
297.87,51.89
250.0,46.0
848.0,84.72
295.0,42.0
3350.0,109.0
730.0,55.0
234.0,36.0
1199.0,42.0
354.0,74.0
550.0,125.0
990.0,33.0
650.0,80.45
790.0,38.0
490.0,75.56
287.5,31.59
1150.0,90.1
274.0,54.78
722.0,76.0
294.56,58.56
539.0,67.01
360.0,52.0
470.0,90.21
420.0,82.0
1049.0,93.0
456.4,49.34
1120.0,116.0
500.0,24.0
2088.6,104.43
850.0,96.0
1050.0,94.0
680.0,80.97
523.69,77.49
710.0,78.0
235.5,47.0
375.0,83.0
250.0,43.16
640.0,65.0
380.0,28.0
335.0,67.0
487.0,62.26
790.0,92.0
1239.0,118.0
1850.0,65.0
289.97,69.04
495.0,35.0
1420.0,97.72
319.0,60.0
399.51,51.0
475.0,95.0
599.0,77.91
271.7,63.93
494.0,76.0
220.0,35.0
950.0,95.0
380.0,90.0
220.0,42.85
740.0,62.0
340.0,75.0
297.81,56.19
556.92,92.82
1680.0,142.28
950.0,92.0
575.0,80.79
480.0,79.79
417.0,24.0
285.0,45.0
1520.0,80.01
450.0,87.21
1150.0,66.4
439.0,58.52
699.0,60.0
620.0,20.0
1190.0,95.5
1070.0,61.0
162.5,25.0
469.0,81.48
400.0,73.27
570.0,69.38
400.0,55.0
890.0,86.5
255.0,44.13
349.0,72.2
556.84,84.37
374.0,68.0
315.0,45.0
885.0,73.0
647.0,92.43
329.0,47.15
660.0,80.66
1044.0,71.0
914.0,87.0
452.0,62.01
1100.0,130.0
950.0,115.0
414.0,75.2
853.0,55.53
319.0,75.91
400.0,69.0
278.5,55.7
1672.0,176.03
500.0,72.0
255.0,42.66
700.0,76.0
760.0,120.0
230.0,46.52
975.0,38.0
200.0,40.0
950.0,104.0
1120.0,96.0
640.0,13.0
470.0,62.0
220.0,43.3
235.0,49.03
680.0,56.36
600.0,71.0
300.0,37.0
1000.0,106.52
790.0,72.0
1040.0,130.0
255.0,54.0
495.0,66.0
340.0,53.0
764.92,89.99
460.0,92.0
260.0,40.0
1365.0,91.0
477.0,63.62
175.0,30.0
360.0,45.0
300.0,55.3
500.0,100.0
334.45,66.36
1072.5,96.32
303.0,58.3
318.0,60.14
1450.0,121.57
990.0,50.0
299.0,53.0
440.0,72.0
770.0,21.0
790.0,85.0
1305.0,130.45
350.0,72.64
980.0,75.5
440.0,64.0
930.0,86.0
1140.0,120.0
261.37,40.21
370.0,60.0
700.0,90.0
192.0,37.1
720.9,81.0
255.95,37.64
1320.0,120.0
910.0,139.7
312.0,60.0
759.0,69.31
765.0,85.0
245.0,25.0
910.0,120.0
340.0,55.0
240.0,49.05
540.0,76.0
420.0,68.0
845.0,76.72
780.0,80.0
830.0,110.0
364.0,56.0
1636.65,109.11
600.0,120.0
540.0,69.8
185.0,36.52
310.0,59.0
300.0,27.0
433.0,51.0
350.0,63.61
560.0,85.0
346.0,47.34
900.0,58.76
209.0,44.0
360.0,80.12
480.0,80.0
1180.0,106.81
520.0,81.0
1181.5,103.49
305.0,36.0
326.0,72.3
455.0,70.0
2500.0,80.0
920.0,90.0
315.0,68.0
276.07,53.09
312.0,48.0
520.0,88.46
1350.0,100.0
1095.0,59.44
950.0,95.47
565.0,67.39
1380.0,77.0
385.0,67.27
795.0,96.0
850.0,86.0
200.0,36.53
886.83,72.1
259.0,57.0
518.0,74.0
299.9,30.0
1026.0,42.0
665.0,95.0
480.0,80.0
370.0,69.8
240.0,46.55
895.0,72.6
363.01,46.54
695.0,24.0
1120.0,80.0
850.0,175.0
225.0,45.0
640.0,103.0
450.0,70.0
1200.0,71.2
500.0,65.0
270.0,54.0
710.0,81.0
338.69,61.58
580.0,100.0
375.0,68.24
800.0,106.0
257.58,48.6
1672.0,111.5
399.0,94.0
399.0,50.0
358.0,72.0
420.0,62.0
869.0,102.0
2500.0,100.0
775.0,90.0
290.0,66.08
300.0,70.0
331.0,70.3
455.0,90.37
980.0,114.19
750.0,75.0
388.8,54.0
925.0,66.19
305.0,60.0
368.0,58.4
335.0,67.0
450.0,60.0
900.0,124.0
660.0,80.0
330.0,56.46
950.0,65.0
250.0,40.0
390.0,51.44
403.0,51.96
999.0,105.7
895.0,90.0
450.0,42.0
318.5,55.0
320.0,57.0
587.1,58.71
495.0,58.5
500.0,80.0
265.0,42.0
570.0,28.89
321.9,53.0
690.0,81.0
389.0,67.88
215.0,41.0
625.0,92.0
230.0,47.0
485.46,83.7
830.0,65.0
1180.0,118.0
350.0,53.0
530.0,70.0
803.0,73.0
375.0,64.0
421.43,47.89
385.0,60.0
470.0,40.0
230.0,57.64
399.0,79.7
710.96,67.71
1450.0,130.0
640.0,83.0
300.0,16.0
690.0,69.37
240.0,48.0
390.0,70.0
330.0,37.0
2200.0,157.0
282.0,42.27
900.0,102.0
297.0,46.4
720.0,80.0
1550.0,120.0
260.0,68.31
200.0,22.0
220.0,68.0
1900.0,128.49
354.7,70.94
341.3,66.0
199.0,26.21
300.0,62.86
2135.49,101.69
730.0,61.0
1490.0,98.0
266.0,55.32
314.0,57.0
257.49,57.22
1140.0,75.0
450.0,72.16
410.0,48.0
420.0,59.65
760.0,67.32
328.0,59.0
1690.0,62.0
760.0,15.0
320.0,54.66
990.0,130.0
781.0,71.0
900.0,105.0
435.0,74.0
680.0,115.91
954.4,119.3
405.83,48.8
250.0,47.0
559.0,66.21
365.0,39.54
700.0,109.72
330.0,40.0
356.46,28.0
237.97,56.66
800.0,80.0
484.77,74.58
385.0,51.0
366.46,44.69
892.0,63.98
1310.0,95.0
194.0,26.89
298.0,37.15
286.52,57.65
445.0,69.0
265.0,22.0
1160.0,66.0
510.0,51.0
1350.0,63.0
300.0,47.0
389.0,36.0
296.0,37.0
506.1,70.28
310.0,44.18
360.0,53.93
954.0,106.0
253.0,37.29
968.0,110.0
270.0,53.96
195.0,33.53
385.0,77.0
1025.0,80.11
680.0,79.0
695.0,67.0
850.0,90.0
546.73,75.62
280.0,58.73
500.0,51.0
1130.0,95.0
964.81,74.32
350.0,70.0
298.0,48.0
365.0,74.36
636.0,91.0
1035.0,103.45
420.0,70.0
590.0,84.1
429.0,61.23
259.0,34.67
846.0,94.0
378.0,84.0
400.0,28.9
790.0,90.0
499.0,81.0
450.0,77.0
239.0,53.1
900.0,103.46
265.0,44.8
250.0,45.0
392.81,54.18
452.99,59.84
470.0,56.0
540.0,90.0
395.0,58.0
980.0,66.94
265.0,44.0
283.0,55.0
377.42,52.42
575.0,50.0
420.0,57.0
1500.0,137.0
2310.0,165.0
430.0,64.0
275.0,44.73
235.0,20.0
675.0,125.0
1380.0,86.18
316.4,57.0
1000.0,110.0
570.0,93.0
325.0,68.19
784.0,112.0
480.0,74.0
249.0,52.0
510.0,56.0
1200.0,60.0
850.0,120.0
454.0,100.83
335.0,69.95
489.0,28.45
250.0,60.0
1690.0,173.0
425.0,65.0
843.0,80.0
1300.0,105.0
650.0,69.0
950.0,85.0
850.0,88.52
750.0,70.0
366.17,59.06
365.0,69.0
278.0,55.64
345.0,68.0
880.0,80.0
360.0,58.0
301.24,57.93
169.0,35.62
640.0,45.0
530.0,76.09
325.0,18.0
290.0,53.0
495.0,72.0
685.0,82.04
350.0,59.04
400.76,72.34
650.0,86.0
269.0,56.83
230.0,47.0
500.0,84.0
360.0,56.31
637.0,65.0
1400.0,138.53
349.0,27.89
426.0,67.72
495.0,47.0
930.0,112.4
3500.0,130.0
520.0,69.29
362.44,62.49
1890.0,101.38
270.0,51.26
1335.0,98.22
816.0,72.11
750.0,72.0
1100.0,114.0
380.0,52.74
370.0,63.9
1075.0,105.0
940.0,94.0
330.0,57.53
420.0,72.0
360.0,51.29
400.0,34.0
770.0,74.0
249.0,53.0
920.0,64.0
490.0,70.0
194.0,32.31
749.0,94.0
349.0,50.94
360.0,65.86
409.0,76.24
1445.0,103.0
560.0,73.09
750.0,103.29
1440.0,80.0
440.64,67.79
378.0,75.0
323.16,58.75
410.0,59.0
540.0,80.45
530.0,40.0
248.51,56.48
1800.0,128.0
720.0,72.0
249.5,30.27
315.2,57.31
289.0,48.04
430.0,44.0
1600.0,200.0
240.0,55.0
330.0,68.0
360.0,55.16
350.0,45.0
6109.0,149.0
455.0,67.0
895.0,100.0
719.0,84.57
390.0,70.0
585.0,80.0
382.21,66.82
400.0,35.0
1520.0,95.0
337.69,45.08
972.0,90.0
1780.0,116.76
315.0,51.86
245.07,45.46
2000.0,102.78
280.0,52.9
266.0,38.0
780.0,30.0
1071.0,153.0
1300.0,130.0
1035.0,86.25
1392.0,81.56
360.0,50.59
330.0,69.0
218.0,42.17
450.0,85.0
350.0,60.0
1378.0,137.75
180.0,65.0
255.0,45.0
290.0,64.0
1100.0,80.0
412.0,43.8
373.9,51.36
380.0,56.75
1215.0,94.88
195.0,43.0
825.0,64.0
300.0,56.4
280.0,50.86
50.0,1.0
268.0,67.0
920.0,95.0
950.0,97.0
480.0,80.0
685.0,72.0
1430.0,75.0
321.86,58.52
2995.0,171.0
1300.0,116.54
678.83,77.14
600.0,50.0
880.0,45.0
312.08,69.35
1350.0,123.0
980.0,122.1
1287.0,117.0
420.0,45.0
660.0,85.0
3175.0,187.0
1090.0,85.75
495.0,52.0
1320.0,69.6
980.0,60.0
1150.0,131.0
605.25,48.42
305.2,54.5
195.0,44.5
357.0,64.8
279.9,50.89
1690.0,93.0
850.0,115.0
240.0,49.0
449.0,38.0
470.0,45.0
630.0,60.0
1850.0,175.0
1150.0,80.9
440.0,73.06
264.0,42.52
300.0,45.31
321.0,68.78
485.0,124.0
280.0,62.0
410.0,75.0
620.0,68.88
546.75,81.0
1340.56,128.9
336.97,54.35
325.0,58.3
500.0,22.0
222.0,32.5
400.0,70.24
447.0,45.0
300.0,79.0
1560.0,152.0
148.8,29.76
330.72,75.68
190.0,25.42
445.0,65.12
995.0,95.0
750.0,80.0
850.0,88.0
960.0,85.0
740.0,70.0
550.0,100.0
1400.0,120.0
1500.0,105.0
920.0,84.0
624.14,56.74
317.55,70.1
650.0,95.0
573.6,57.36
161.73,36.1
1176.0,120.82
515.59,47.74
426.0,71.0
700.0,100.0
1220.0,75.0
835.0,69.6
450.0,56.0
1773.65,100.49
460.0,71.73
1680.0,181.0
1960.0,97.0
249.6,24.96
550.0,64.0
1200.0,111.0
375.0,52.0
650.0,45.36
1200.0,206.0
722.0,102.0
336.0,48.0
1250.57,126.32
1032.0,72.69
270.0,42.0
850.0,68.0
250.0,38.0
720.0,89.0
525.0,69.0
450.0,89.79
753.59,76.12
420.0,60.0
195.0,50.9
1050.0,125.0
360.0,54.0
550.0,52.0
870.0,65.47
600.0,55.0
450.0,64.0
428.0,85.54
690.0,86.0
352.0,67.69
629.38,66.25
530.0,82.0
180.0,20.0
607.0,80.0
420.0,55.0
750.0,113.0
1050.0,69.0
1350.0,105.0
740.0,96.0
244.91,41.37
1022.0,170.0
600.0,90.0
470.0,55.76
648.0,78.26
975.0,25.0
400.0,80.0
360.0,60.0
705.0,93.84
460.0,77.55
990.0,127.0
510.0,85.0
294.0,56.0
283.0,47.2
362.0,65.0
900.0,150.0
380.0,73.9
599.0,40.0
330.0,65.45
750.0,85.0
700.0,81.0
530.0,60.0
301.79,54.87
997.0,133.5
0.0,115.0
961.0,83.56
470.0,42.0
927.24,93.19
300.0,20.5
643.5,58.5
750.25,115.78
297.0,55.52
530.0,64.83
303.0,54.95
550.0,48.3
790.0,82.0
620.0,58.0
1190.0,108.14
1050.0,106.0
239.0,34.2
710.0,85.0
310.0,62.0
400.0,42.0
1399.0,116.14
1450.0,132.0
560.0,65.2
349.0,39.36
720.0,80.0
320.0,40.0
397.0,64.07
271.0,45.85
2050.0,77.53
900.0,101.0
450.0,40.0
1200.0,145.0
520.0,115.0
450.0,58.83
258.8,51.76
290.0,36.0
362.8,79.41
559.0,67.7
1295.14,180.0
780.0,80.0
420.0,60.0
284.0,47.35
2490.0,118.0
235.0,46.5
690.0,60.0
675.0,71.23
485.4,64.72
457.0,66.16
240.0,46.21
970.0,99.19
260.0,65.0
430.0,38.86
500.0,63.0
830.0,101.0
340.0,55.0
900.0,108.0
316.0,48.6
1295.0,136.0
533.79,60.0
410.0,79.0
1299.0,108.24
989.0,53.8
306.0,60.64
290.0,38.0
356.0,60.3
475.0,19.9
830.0,14.0
333.78,53.0
1285.0,95.0
205.0,33.9
294.0,49.0
580.0,62.0
1050.0,105.0
315.0,60.0
268.43,59.65
995.0,108.0
405.0,25.06
197.0,38.27
150.0,30.4
325.0,65.0
399.0,51.0
200.0,37.05
446.25,85.0
1500.0,80.0
490.0,55.0
399.0,49.0
455.0,60.5
409.0,52.21
492.0,82.0
323.27,64.23
860.0,93.0
605.0,72.85
450.0,45.0
1670.0,89.0
490.0,15.0
595.0,94.0
1300.0,160.0
695.0,101.0
630.0,60.0
540.0,87.0
456.0,69.0
1075.0,113.07
330.0,39.0
400.0,66.67
450.0,61.25
950.0,74.0
210.0,33.0
995.0,45.78
1185.87,112.94
550.0,50.0
350.0,30.0
1336.0,88.28
1350.0,85.0
700.0,63.0
470.0,50.0
350.0,40.0
680.0,68.2
1022.0,88.84
610.0,87.81
655.0,65.51
292.0,48.6
1151.6,115.16
365.0,67.0
220.5,45.0
320.0,53.0
300.0,75.0
1090.0,87.4
421.87,71.73
195.0,20.18
2500.0,139.0
1400.0,122.0
401.05,59.18
429.0,66.0
320.0,55.0
1388.0,111.0
400.0,38.0
250.0,47.0
254.68,48.51
345.0,70.0
350.0,55.0
584.0,60.0
249.51,57.89
435.0,75.0
810.0,76.0
494.0,76.0
555.0,74.0
1300.0,105.0
575.0,72.0
410.0,49.29
4500.0,190.0
585.0,78.0
299.0,51.0
350.0,64.42
413.18,56.6
0.0,65.0
630.0,62.8
1050.0,95.78
650.0,89.0
670.0,90.0
286.35,35.22
377.88,58.58
1090.0,73.0
412.29,74.42
949.0,53.59
512.0,61.0
1600.0,110.0
1290.0,58.0
740.0,57.0
1000.0,110.0
290.0,40.0
275.0,67.29
1195.0,123.9
400.0,69.64
345.0,65.55
340.0,71.0
1820.0,125.0
299.0,60.0
210.0,49.45
300.0,57.3
850.0,77.62
2590.0,120.0
330.0,65.92
250.0,56.5
334.0,61.8
630.0,93.0
325.0,75.0
900.0,85.0
870.0,63.0
325.0,66.48
335.0,64.12
505.0,60.0
290.0,42.0
206.0,40.36
930.0,141.58
239.0,49.91
415.0,69.4
680.0,69.0
990.0,63.08
695.0,65.1
319.0,61.84
1050.0,80.0
360.0,40.0
350.0,60.9
580.0,62.0
805.0,62.0
460.0,76.0
940.0,105.0
299.0,37.47
1695.0,150.0
440.0,65.0
1250.0,83.5
276.0,46.0
396.0,68.3
344.0,71.5
349.76,51.97
317.09,56.91
540.0,25.0
338.0,62.09
300.0,60.0
430.0,20.5
215.0,42.0
519.0,50.72
408.5,81.0
1030.0,121.4
409.15,81.0
800.0,85.0
328.72,73.87
350.0,58.04
950.0,90.0
210.0,38.0
235.0,47.69
398.29,64.56
265.0,56.18
350.0,61.34
293.0,48.87
690.0,100.0
1350.0,115.0
263.0,52.55
502.0,102.34
888.0,74.0
652.68,58.8
280.0,56.52
331.85,66.37
399.0,53.0
220.0,50.0
900.0,90.0
250.0,30.0
267.48,55.61
438.0,73.0
340.0,61.59
380.0,50.88
349.0,53.73
450.0,115.0
1100.0,98.0
279.0,61.96
699.0,64.0
475.0,60.0
1030.0,101.69
740.0,75.97
325.0,47.0
990.0,65.0
1164.0,97.0
900.0,90.27
1471.5,109.0
320.0,90.0
391.12,82.0
348.0,61.24
430.0,51.0
390.0,90.0
1290.0,63.28
297.12,37.14
680.0,63.0
345.0,69.5
260.0,50.0
427.8,62.0
790.0,100.0
950.0,79.75
499.0,54.5
600.0,58.0
900.0,91.56
410.0,68.0
170.0,32.0
355.0,87.1
1348.09,120.0
614.0,77.0
890.0,80.0
360.0,52.1
1430.0,106.61
600.0,110.0
414.0,67.0
194.13,64.71
750.0,115.0
1160.0,142.0
150.0,25.8
295.0,62.55
270.0,44.0
378.0,77.0
1380.0,107.91
1125.0,75.5
620.0,62.0
854.0,46.0
425.0,76.0
480.0,92.0
340.0,75.68
294.0,49.0
255.0,41.28
430.0,52.0
420.0,76.0
298.0,61.0
650.0,100.0
540.0,67.15
990.0,98.0
1800.0,110.0
552.0,92.0
518.5,87.0
597.0,75.4
444.61,59.88
450.0,66.7
660.0,95.0
262.73,59.04
390.0,68.6
316.0,57.31
1000.0,96.0
2125.0,205.0
1790.0,52.0
1195.0,88.0
270.0,35.0
1550.0,170.0
1050.0,78.0
520.0,68.53
1250.0,100.0
1850.0,146.0
2400.0,75.0
600.0,48.0
370.5,49.4
1405.0,108.26
248.0,55.0
811.25,73.75
406.68,67.78
330.0,68.75
726.75,58.14
350.0,70.0
950.0,90.0
279.0,66.77
294.66,49.11
1140.0,98.0
590.0,73.0
930.0,135.0
666.0,111.0
650.0,96.0
387.13,62.44
950.0,103.0
499.0,78.54
517.0,50.62
279.0,48.9
420.0,57.5
352.5,70.5
422.5,65.0
550.0,95.0
374.0,43.98
600.0,72.0
700.0,75.0
216.99,31.91
425.0,80.0
1300.0,136.0
625.0,69.56
350.0,63.57
195.0,21.0
377.4,62.9
520.0,71.0
230.0,58.0
379.0,63.55
770.0,120.0
510.83,68.11
706.0,83.0
1895.0,158.0
370.0,67.35
265.94,58.74
449.0,74.06
435.0,79.0
330.0,56.78
548.0,63.75
599.0,46.83
1150.0,125.17
385.0,44.0
235.0,51.52
335.0,67.75
930.0,103.3
800.0,62.0
650.0,67.0
950.0,82.0
687.12,65.44
1490.0,115.0
1252.0,94.14
1300.0,90.4
496.0,93.0
1379.0,167.0
1050.0,100.0
415.0,87.88
1130.0,156.0
365.0,70.1
579.0,60.0
493.0,85.0
1320.0,31.0
750.0,64.25
790.0,95.0
860.0,98.0
300.0,65.0
240.0,32.0
379.0,65.0
549.96,57.89
530.0,18.58
340.0,48.0
566.0,87.0
1350.0,120.0
1300.0,40.0
329.06,60.13
365.0,27.0
360.0,81.15
399.0,59.0
312.0,28.3
419.0,63.0
1271.84,94.21
450.0,66.6
1095.0,138.0
306.49,68.5
371.0,74.3
380.0,28.0
460.0,96.0
490.0,83.0
308.0,56.0
239.0,50.5
1200.0,152.0
265.0,37.84
700.0,74.5
215.0,32.61
315.0,58.2
400.0,67.0
372.7,73.08
350.0,50.08
270.0,56.0
975.0,52.37
270.0,53.96
250.0,39.0
775.0,115.0
550.0,64.9
730.0,86.0
454.23,100.94
750.0,60.0
279.0,51.5
315.0,67.84
335.87,64.59
1800.0,140.0
3620.0,141.68
710.0,70.0
1200.0,102.0
440.0,44.0
950.0,125.0
685.0,100.0
440.0,78.13
500.0,76.2
754.0,56.0
350.0,43.15
349.0,63.06
149.0,31.0
370.0,70.0
660.0,80.0
1460.0,101.0
560.0,73.5
585.0,58.4
465.0,62.0
330.0,65.43
280.0,40.0
1200.0,110.0
390.0,78.0
430.0,73.51
444.0,66.13
271.0,58.77
560.0,62.0
450.0,75.0
269.0,61.41
660.0,66.0
220.0,48.0
420.0,66.0
480.0,79.63
561.86,38.5
195.0,38.0
334.2,64.27
580.41,64.49
1195.04,75.16
365.0,50.0
243.0,75.96
1810.5,147.0
750.0,81.0
131.41,22.46
295.0,47.0
340.0,52.32
1015.0,102.0
276.66,40.75
1140.0,95.0
498.0,85.86
840.0,82.0
305.0,63.0
650.0,88.98
636.9,109.0
1550.0,125.0
310.0,14.55
570.0,100.0
682.0,43.5
674.0,74.88
465.0,86.26
703.0,38.0
789.1,60.7
404.76,67.46
390.0,60.45
380.0,60.0
300.0,40.0
750.0,156.0
620.0,117.15
614.0,68.15
697.0,82.0
280.0,57.0
410.0,64.8
188.0,26.9
820.0,42.0
411.16,79.07
418.0,76.0
895.0,94.0
345.0,58.2
645.0,58.64
350.0,77.0
895.0,60.0
390.0,65.0
391.13,52.43
363.0,58.18
850.0,40.0
296.0,37.0
250.0,49.0
1175.0,109.5
185.0,40.0
292.5,58.5
625.0,41.35
1543.56,81.67
650.0,89.27
444.36,80.79
525.0,98.0
990.0,120.0
369.0,84.0
957.0,85.93
120.0,34.6
610.0,52.0
307.0,51.92
860.0,53.0
460.0,76.3
1670.0,101.0
1329.0,127.18
510.0,63.0
688.0,72.0
1094.0,112.0
603.58,61.59
312.0,48.0
500.0,71.26
1000.0,91.0
429.0,85.49
545.0,74.68
899.36,160.6
246.0,60.0
450.0,43.0
440.0,80.0
195.0,21.0
320.0,39.0
2800.0,234.87
820.0,42.0
880.0,36.0
780.0,91.85
885.0,63.5
1200.0,98.0
216.0,54.0
270.0,50.0
233.65,59.0
760.0,63.56
2950.0,200.0
427.0,60.57
203.0,44.0
148.0,36.1
560.0,76.0
670.0,66.0
711.0,61.86
276.0,45.14
182.0,32.61
800.0,96.0
380.0,65.8
1059.3,48.15
800.0,110.0
349.0,63.08
1450.0,80.0
850.0,90.0
590.0,110.0
1289.0,105.0
293.68,50.81
314.0,52.47
530.0,46.0
770.0,110.0
900.0,90.0
792.0,88.0
440.0,58.95
1380.0,35.0
443.0,87.12
262.0,54.42
240.0,45.0
539.0,56.66
890.0,68.5
1200.0,71.0
1100.0,127.5
880.0,74.0
600.0,79.1
352.0,61.82
450.0,55.0
700.0,80.7
1550.0,42.0
830.0,80.0
795.0,65.0
240.0,44.43
485.63,64.75
300.0,40.0
325.0,65.0
200.0,25.0
299.0,54.2
238.73,37.07
1000.0,94.81
440.0,15.0
396.0,60.75
430.0,42.0
437.0,82.0
770.0,82.0
478.06,69.79
870.0,80.0
262.46,59.65
700.47,81.45
440.0,91.0
530.0,77.15
275.0,50.0
280.0,56.0
2250.0,189.0
816.0,73.0
380.0,64.27
350.0,67.26
450.0,56.0
770.0,86.0
444.0,74.0
395.0,48.0
