Najom,Rozloha
360.0,48.0
2000.0,90.0
550.0,50.0
460.0,72.0
380.0,90.0
958.52,111.94
407.0,54.38
1491.0,142.0
949.5,75.96
670.0,87.0
540.0,51.0
731.0,32.44
295.0,44.87
790.0,75.0
468.68,88.43
1300.0,82.0
1390.0,111.89
470.0,89.0
1499.0,52.0
350.0,29.0
534.0,66.7
1348.0,141.9
300.0,60.2
352.0,64.0
307.0,55.0
290.0,65.0
446.0,89.11
407.0,74.0
430.0,22.92
200.0,23.5
1184.22,87.72
305.0,60.0
549.54,61.06
625.0,116.06
500.0,19.6
515.0,83.0
1200.0,81.0
390.0,80.5
601.28,61.86
430.0,55.0
434.65,46.84
550.0,64.7
3800.0,154.0
535.0,82.33
392.2,53.0
350.0,69.0
390.9,62.62
212.0,26.43
490.0,78.0
230.0,42.13
685.0,70.0
630.0,50.03
700.0,50.0
750.0,87.3
924.0,84.0
260.0,46.83
230.0,43.0
385.0,73.91
341.0,42.6
369.0,55.22
1050.0,46.0
675.0,50.0
200.0,25.5
305.0,55.4
343.0,68.5
1374.0,114.5
1050.0,140.0
550.0,69.0
123.0,18.0
721.0,120.0
888.31,64.84
970.0,106.0
480.0,80.0
400.0,99.0
265.0,47.52
360.0,80.0
480.0,65.0
390.0,42.0
420.0,61.0
212.22,32.65
279.68,48.0
800.0,60.0
780.0,74.2
1120.0,112.0
354.0,61.0
1006.32,119.8
800.0,100.0
560.0,51.5
395.0,67.0
940.0,19.0
235.0,47.0
650.0,73.0
1440.0,96.0
300.0,40.0
530.55,50.53
290.0,68.63
310.0,55.4
346.0,69.25
1100.0,250.0
870.0,71.13
357.0,64.94
540.0,44.0
710.0,58.0
1099.0,43.0
430.0,55.0
309.0,64.44
160.0,32.0
1144.8,127.2
418.23,79.5
410.0,80.31
600.0,74.1
400.0,32.0
1040.0,83.0
380.0,45.18
1200.0,143.07
399.0,53.35
310.0,60.74
351.0,59.0
298.2,37.9
205.34,40.06
260.0,60.0
180.0,50.0
850.0,113.0
861.0,59.54
370.0,57.0
530.0,68.0
290.0,47.0
505.0,81.41
1240.0,110.59
590.0,59.0
1580.0,175.0
650.0,130.0
1542.64,107.47
590.0,61.95
1020.0,95.6
300.0,42.0
590.0,50.0
200.5,37.28
1240.0,156.0
740.0,98.0
1800.0,125.0
357.0,42.0
1590.0,79.0
255.0,25.7
610.0,73.79
259.0,55.0
495.0,69.0
1260.0,90.6
231.0,56.42
219.0,40.0
470.0,47.0
539.4,62.0
236.0,59.0
265.0,53.0
595.0,56.0
280.0,47.2
1100.0,70.0
525.0,35.0
370.22,46.22
630.0,28.0
650.0,69.0
657.0,73.0
290.0,55.0
1216.38,110.58
1540.0,110.0
300.0,62.5
286.0,59.4
711.0,79.9
400.0,53.71
1522.8,105.2
942.99,110.94
750.0,130.0
383.0,45.0
449.0,73.35
578.0,68.0
324.0,45.0
450.0,62.0
537.0,76.7
2180.0,144.0
296.0,46.47
320.0,79.0
930.0,113.0
365.0,56.1
163.05,32.61
785.0,65.0
1158.56,72.41
372.0,67.77
399.06,66.51
520.0,82.0
385.0,64.0
279.0,61.0
750.0,35.56
270.0,48.66
575.0,74.0
335.0,51.61
319.0,58.14
1380.0,91.0
410.0,62.0
395.0,62.0
550.0,55.0
529.0,96.0
275.0,42.2
466.48,58.02
588.0,42.0
1400.0,122.0
350.0,59.65
610.0,101.0
795.0,99.0
353.0,78.56
280.0,33.0
1250.0,111.8
875.0,73.0
220.0,22.4
318.0,68.78
1515.02,105.35
515.0,52.0
425.0,77.6
245.0,49.35
475.0,57.0
2300.0,123.0
220.0,47.0
590.0,63.0
681.03,58.25
327.04,46.72
310.0,60.76
549.0,58.0
400.0,50.0
650.0,34.0
507.0,76.74
215.0,46.1
1900.0,221.0
1100.0,60.0
1790.0,139.0
434.2,66.8
600.0,83.0
595.0,70.0
1336.3,76.36
299.0,61.1
960.0,123.05
700.0,108.0
837.1,76.1
280.0,45.0
850.0,78.0
710.0,50.0
300.0,66.07
935.0,85.78
300.0,75.0
470.0,73.0
280.0,35.0
320.0,56.0
2400.0,173.0
840.0,140.0
416.0,80.0
165.0,40.0
1250.0,125.0
360.0,52.0
281.0,58.5
500.0,45.0
335.0,66.07
302.0,60.0
920.0,71.0
800.0,85.0
1100.0,82.59
230.0,48.0
580.0,110.0
890.0,75.0
380.0,10.0
518.5,85.0
290.0,31.5
280.0,50.0
390.0,48.77
1531.8,85.1
768.0,69.82
650.0,70.0
990.0,93.0
499.0,72.0
280.0,23.0
1195.0,98.84
1950.0,112.0
360.0,60.0
750.0,26.4
966.0,161.0
405.0,61.32
169.0,33.78
2500.0,234.0
393.0,57.0
504.0,84.0
285.0,50.0
295.0,55.0
1390.0,22.0
235.0,36.07
680.0,72.0
400.0,55.0
860.0,107.0
380.0,58.0
305.0,40.0
569.0,93.0
400.0,48.0
1040.0,69.0
1950.0,146.06
1975.0,74.0
660.0,65.0
400.0,64.92
1300.0,130.16
745.0,81.0
342.78,65.92
573.75,76.5
375.0,82.0
325.03,77.77
600.0,95.0
963.5,64.24
425.0,61.13
279.01,52.38
366.38,48.85
900.0,70.0
207.0,46.0
420.0,60.0
600.0,75.0
500.0,30.0
255.0,50.53
600.0,116.0
399.03,57.0
321.1,59.46
185.0,21.5
126.16,31.54
357.0,59.54
1100.0,70.0
960.0,96.0
350.0,60.0
369.2,71.0
257.78,58.19
390.0,60.0
462.0,54.25
590.0,88.0
805.0,115.0
650.0,92.0
1200.0,220.0
220.0,43.0
320.0,70.0
280.0,37.1
750.0,94.0
795.0,45.0
325.0,55.0
270.0,64.0
1000.0,112.0
302.34,54.97
490.0,70.0
265.0,44.8
440.0,65.24
414.0,69.0
310.0,43.0
740.0,50.7
1550.0,100.0
276.0,57.38
434.08,58.58
817.5,79.01
950.0,97.0
290.0,35.0
869.0,79.0
428.0,57.0
365.0,57.02
520.0,52.0
170.89,37.23
265.0,50.0
198.0,44.0
1030.0,100.0
191.45,26.59
980.0,32.16
250.0,60.02
980.0,135.0
250.0,60.0
600.0,30.0
429.0,77.8
780.0,71.0
3640.0,171.0
500.0,83.0
424.89,56.88
740.52,56.1
592.0,78.94
260.0,28.0
480.0,60.0
795.0,133.0
1590.0,130.0
230.0,70.24
265.0,50.0
273.0,57.0
1019.0,89.14
264.0,60.0
495.0,70.77
380.0,64.6
500.0,71.07
301.25,47.07
785.0,62.0
535.0,89.57
2950.0,140.7
549.51,88.63
810.0,56.0
313.65,61.5
495.0,88.0
370.0,72.63
375.0,42.0
380.0,60.0
1295.0,130.0
790.0,72.0
450.0,74.0
225.0,46.0
410.0,30.0
317.0,63.1
590.0,87.0
339.75,67.41
1100.0,83.58
504.0,56.0
1190.0,85.0
249.0,57.0
2880.0,160.0
280.0,44.0
302.03,70.24
990.0,52.0
369.0,60.47
265.7,53.14
136.0,33.9
335.0,65.0
750.0,93.75
550.0,58.0
287.0,55.8
550.0,46.35
2000.0,131.5
400.0,61.0
260.0,38.0
1650.0,70.0
550.0,70.0
970.0,148.0
700.0,93.0
680.0,54.96
1000.0,162.65
940.0,49.3
545.0,71.07
280.0,45.82
269.46,56.02
179.0,47.12
10.0,1.0
1595.0,151.0
370.0,85.0
680.0,65.0
349.0,67.02
645.0,67.9
495.0,62.0
360.0,90.0
270.0,33.0
900.0,180.0
480.0,74.0
410.0,97.0
607.28,71.36
180.0,37.38
635.0,66.0
590.0,49.5
970.0,51.0
350.0,59.66
1260.0,102.4
610.0,67.0
354.0,70.43
367.66,59.3
375.0,59.25
380.0,82.17
950.0,88.0
395.0,90.5
162.17,35.8
310.0,57.55
350.0,56.0
580.0,73.0
2750.0,112.0
516.89,47.0
730.0,79.0
506.0,35.5
250.0,64.5
260.0,15.84
580.0,77.22
1803.24,150.27
333.0,69.38
520.0,55.0
330.0,58.12
650.0,61.92
230.0,37.0
769.0,58.71
354.0,59.0
850.0,86.0
300.0,57.2
689.0,130.0
370.0,69.54
350.0,50.0
400.0,55.6
346.0,54.97
319.0,46.09
560.0,70.0
430.0,52.0
890.0,65.0
260.0,58.0
550.0,108.0
695.0,62.0
990.0,58.0
1320.0,123.0
420.0,58.0
3300.0,210.0
271.0,45.1
15.0,15.0
329.0,64.27
390.0,60.0
190.0,27.27
1085.0,110.0
449.0,95.47
800.0,48.44
495.0,85.0
380.0,65.0
672.0,56.0
190.0,39.2
342.0,64.65
795.0,45.0
290.0,58.0
1122.0,118.15
1800.0,205.28
770.0,85.01
860.0,83.0
428.0,65.8
480.0,50.0
410.0,55.0
1700.0,192.0
710.0,95.0
275.0,55.0
780.0,23.0
460.0,65.0
430.0,57.0
640.0,53.45
840.0,97.0
2490.0,249.0
531.0,63.52
370.0,62.0
1480.0,102.0
682.35,71.83
1650.0,103.0
221.0,41.4
1200.0,123.0
325.5,65.1
500.0,65.53
997.5,114.0
605.0,90.0
1400.0,140.0
1450.0,61.0
555.0,58.83
320.0,45.0
200.0,32.79
650.0,89.0
1490.0,98.0
410.0,53.0
348.0,49.08
441.0,73.0
1400.0,161.22
525.0,75.0
1168.22,63.49
653.37,105.38
740.0,81.83
2300.0,122.0
376.0,65.87
918.0,92.0
200.0,35.49
490.0,70.0
390.0,63.0
485.0,71.0
250.0,35.91
418.15,83.63
840.0,70.0
396.5,61.0
274.22,51.74
600.0,50.0
290.0,21.0
750.0,75.0
730.0,89.0
970.0,97.0
470.0,39.0
930.0,59.0
670.0,79.0
350.0,84.0
459.0,65.35
488.0,61.0
299.0,56.17
1050.0,109.7
560.0,46.66
1290.0,55.0
1400.0,129.0
352.0,70.94
400.0,72.0
390.0,51.91
525.0,87.0
300.0,40.0
340.0,50.27
300.0,42.6
375.0,78.73
222.0,53.0
315.0,48.37
300.0,48.73
1155.22,69.91
196.0,49.0
1100.0,84.0
850.0,85.0
750.0,17.86
782.0,69.75
400.0,54.0
2540.0,110.4
704.0,65.0
650.0,52.1
1860.0,133.22
400.0,48.5
450.0,64.0
390.0,38.0
550.0,69.0
590.0,62.0
312.47,56.2
275.0,54.7
395.0,50.0
390.0,64.0
369.0,67.02
183.0,35.0
570.0,52.3
924.0,78.0
1370.0,96.0
895.0,40.0
270.0,63.0
1390.0,180.0
680.0,71.78
1125.0,45.0
920.0,91.42
330.0,32.0
525.0,76.0
290.0,58.59
265.0,49.64
785.0,82.8
345.0,75.0
480.0,64.72
277.58,57.83
405.0,54.0
370.0,61.08
256.93,54.24
305.0,59.0
1150.0,90.0
214.0,38.8
280.0,55.0
345.0,30.0
316.5,60.87
642.15,85.62
350.0,27.0
396.0,46.6
1400.0,89.9
495.0,123.0
770.0,88.0
212.0,40.0
395.0,48.0
276.37,68.0
735.0,105.0
640.0,94.0
571.95,86.66
350.0,50.0
335.0,66.32
750.0,121.0
490.0,37.0
720.0,100.0
360.0,60.55
915.0,55.0
460.0,77.0
1056.38,84.51
203.0,40.0
1232.0,91.94
610.0,35.0
322.88,64.19
1000.0,74.0
320.0,59.79
620.0,69.0
585.0,66.0
298.0,32.69
1590.0,65.0
380.0,25.0
670.0,61.0
1217.7,123.0
630.0,50.0
370.0,74.28
423.0,56.38
520.0,53.11
175.0,35.0
390.0,79.3
398.0,52.0
825.0,110.0
420.0,32.4
890.0,67.0
289.87,56.99
580.0,62.0
265.0,49.8
220.0,48.0
300.0,60.8
380.0,45.0
850.0,87.0
250.0,33.0
325.0,72.0
906.0,78.84
550.0,95.0
1196.0,85.49
1490.0,149.0
335.0,67.0
950.0,130.0
342.0,61.7
272.0,54.5
760.0,77.82
3000.0,200.0
838.5,65.0
271.09,64.71
520.0,40.0
612.0,71.98
195.0,45.0
273.3,56.81
630.0,69.0
740.0,104.0
855.0,92.4
890.0,100.0
774.0,86.0
230.0,56.77
795.0,180.0
388.0,67.0
445.0,55.0
3500.0,160.0
250.0,59.12
650.0,102.0
395.0,67.94
595.0,20.0
659.0,102.63
345.0,82.11
869.0,98.38
460.49,87.15
720.0,75.0
300.0,53.3
950.0,64.0
1300.0,153.0
157.0,34.8
1000.0,95.0
210.09,39.64
1650.0,125.0
1150.0,115.0
530.0,74.71
336.0,61.1
2000.0,97.0
407.0,66.0
201.0,37.1
275.0,41.27
375.0,63.96
1050.0,110.0
674.0,74.9
467.5,85.0
419.94,55.11
736.0,128.0
934.5,89.0
279.0,72.0
564.0,72.2
870.0,94.0
1412.0,113.0
823.0,83.04
620.0,80.0
420.0,102.0
401.5,68.29
720.0,90.0
420.08,47.2
739.69,105.0
2460.0,90.0
470.0,32.0
689.0,81.0
500.0,85.29
750.0,49.0
350.0,60.55
247.0,55.0
263.0,57.31
450.0,35.9
800.0,103.0
290.0,36.0
239.0,38.21
330.93,62.44
650.0,101.0
285.0,46.72
924.32,87.2
200.0,44.0
1200.0,147.0
399.0,53.42
470.0,71.0
1850.0,56.0
840.0,105.0
508.0,45.0
560.0,45.0
368.78,70.92
830.0,111.0
1550.0,156.0
130.29,28.51
240.0,54.0
690.0,96.0
320.0,57.0
205.0,45.0
1590.0,87.5
325.0,22.0
1550.0,116.0
920.0,80.0
459.0,66.0
272.82,47.2
1399.0,159.95
1200.0,100.0
790.0,91.49
400.0,57.07
385.0,59.1
291.0,58.04
610.0,86.0
240.0,51.63
1300.0,56.0
650.0,64.0
650.0,105.0
1015.0,90.0
815.0,109.0
230.0,25.0
510.0,82.0
319.55,56.96
400.0,65.0
400.79,59.82
2200.0,81.0
340.0,56.6
336.0,56.0
1575.0,96.04
355.0,75.0
495.7,68.76
495.0,82.44
593.28,74.16
390.0,58.0
327.58,59.56
315.0,60.16
645.0,80.93
350.0,70.48
170.0,41.0
563.0,73.52
2000.0,140.0
1008.0,100.8
206.4,48.0
320.0,71.0
630.0,52.0
810.0,30.0
1000.0,90.0
370.0,53.0
420.0,80.0
650.0,108.41
770.0,65.0
245.0,32.0
750.0,90.0
398.8,74.93
238.35,48.0
460.0,33.37
475.0,59.57
466.0,63.0
490.0,70.0
229.0,55.94
480.0,60.0
278.0,57.4
290.0,56.63
170.0,11.0
310.0,56.46
1600.0,201.03
1390.0,127.0
514.0,60.4
449.0,66.38
630.0,79.0
500.0,44.0
1199.0,110.9
1150.0,85.99
1015.0,64.0
170.0,27.94
675.0,84.35
378.0,59.88
600.0,19.0
690.0,59.0
200.0,20.0
990.0,83.0
414.0,41.4
175.0,29.13
248.0,58.96
359.0,61.89
1248.0,108.5
970.0,108.0
315.0,55.04
850.0,72.0
600.0,74.0
1045.0,95.0
223.68,52.88
1120.0,140.0
330.0,58.0
1425.0,90.0
1309.66,59.53
270.0,40.1
500.0,35.0
815.0,85.0
361.1,48.13
1100.0,150.0
1100.0,95.0
785.0,85.0
1190.0,94.0
415.0,29.0
517.0,102.42
890.0,109.0
259.6,64.9
350.0,55.0
315.0,58.0
340.0,68.0
287.0,56.23
369.0,64.77
720.0,95.0
395.0,65.48
1000.0,129.0
368.0,67.0
327.0,15.0
790.0,76.0
740.0,12.0
340.0,66.04
299.9,59.98
340.0,50.0
184.93,57.82
255.0,65.28
550.0,102.0
550.0,45.0
960.0,90.0
210.0,34.69
590.0,50.0
455.0,91.0
500.0,75.0
500.0,78.0
572.0,104.0
400.0,42.0
295.0,52.52
235.0,47.0
982.0,77.0
310.0,33.0
299.0,58.29
781.0,71.04
2750.0,140.0
950.0,95.0
975.13,92.0
345.0,69.8
488.0,75.0
550.0,77.55
600.0,53.0
389.0,58.11
900.0,102.0
820.0,102.09
308.0,61.6
350.0,41.0
895.0,82.0
455.0,69.55
345.0,58.78
570.0,52.43
289.95,56.52
550.0,79.0
330.0,20.0
426.5,73.0
630.0,90.0
445.0,92.0
396.55,51.5
870.0,40.0
395.0,71.5
1200.0,119.0
240.0,49.0
1850.0,110.0
301.12,37.64
301.39,51.52
260.0,45.0
272.0,50.31
570.0,60.0
410.0,34.0
1162.0,93.0
959.63,82.1
607.0,71.37
480.0,49.0
319.0,53.0
340.0,64.48
265.0,54.0
278.0,60.5
960.0,85.0
550.0,29.0
580.0,77.42
260.0,52.0
382.0,95.0
1140.0,97.7
220.0,45.0
610.0,72.41
551.0,69.78
1300.0,85.0
235.0,41.44
1050.0,110.0
543.05,88.0
250.0,30.0
400.0,57.08
559.0,61.86
875.0,140.0
1990.0,180.0
1149.0,95.86
500.0,95.0
350.0,58.71
470.0,90.66
1677.36,93.97
1775.0,99.44
550.0,60.0
1233.0,137.0
1000.0,91.0
460.0,50.54
420.0,70.0
999.0,91.0
449.0,48.32
465.0,25.0
570.0,95.0
406.86,67.81
335.0,74.61
296.0,55.0
340.0,48.19
820.0,86.0
1290.0,95.91
288.0,55.0
640.0,80.0
1380.0,98.0
285.0,60.0
330.0,30.0
335.0,60.0
390.05,64.74
720.0,72.2
330.0,36.41
199.0,34.75
830.0,70.0
334.0,58.6
356.44,61.61
800.0,80.0
540.0,53.0
1550.0,112.27
380.0,74.75
1600.0,119.0
390.0,61.36
193.28,53.54
950.0,90.44
632.0,77.0
1800.0,150.0
435.0,77.0
390.0,70.0
510.0,85.0
380.0,74.9
770.0,121.0
300.17,37.0
360.0,30.0
430.0,64.21
280.0,65.0
800.0,200.0
1500.0,79.0
225.0,48.2
1500.0,113.0
625.0,70.0
215.0,42.24
415.0,63.0
880.0,60.0
160.0,24.5
840.0,69.97
850.0,110.0
607.13,48.57
1050.0,101.0
560.0,112.0
650.0,86.0
375.0,89.0
316.5,42.77
650.0,81.0
725.0,85.0
369.8,48.0
386.68,59.49
302.0,60.51
490.0,70.0
270.0,53.99
1100.0,97.0
650.0,84.67
524.35,70.0
310.0,64.5
680.0,59.0
444.4,81.48
154.0,33.0
351.79,69.8
420.0,92.0
750.0,70.0
600.0,48.0
249.0,35.0
615.0,114.0
235.0,35.0
600.0,79.0
558.0,97.25
1987.0,125.7
310.0,62.0
510.0,24.0
300.0,57.18
2800.0,137.6
185.0,32.4
192.0,39.2
480.0,66.0
315.0,56.0
548.0,78.24
500.0,65.0
350.0,71.7
389.0,67.24
280.0,48.0
166.38,35.4
340.0,56.0
1250.0,54.0
1090.0,96.0
255.0,20.0
820.0,80.5
1240.0,17.0
250.0,45.34
655.5,69.0
266.0,48.27
320.0,46.04
1350.0,128.0
1350.0,113.0
245.0,47.0
980.0,123.0
707.84,101.12
350.0,51.0
1250.0,125.0
850.0,78.0
310.0,51.38
775.0,100.0
320.0,49.6
949.0,81.0
354.0,57.0
950.0,110.0
235.5,23.55
630.0,62.0
510.0,85.0
300.0,50.0
259.0,37.0
700.0,150.0
580.0,82.29
227.0,56.65
680.0,60.0
600.0,77.0
350.0,59.41
849.0,80.0
790.0,121.0
375.0,80.0
294.0,56.76
1230.0,97.42
425.0,85.0
540.0,54.0
500.0,90.0
1807.8,120.52
540.0,87.3
266.86,51.32
320.0,63.85
1250.0,182.0
258.7,49.75
250.0,30.0
490.25,46.69
340.0,54.74
1083.06,98.0
400.0,30.0
900.0,156.0
990.0,82.65
399.0,49.97
1970.0,67.9
545.0,58.0
604.0,50.3
250.0,45.0
325.0,61.89
239.0,41.25
700.0,105.0
419.63,73.62
350.0,68.0
321.0,43.34
390.4,66.73
645.0,94.0
400.0,53.24
429.0,74.02
511.33,68.46
310.0,62.67
199.0,47.12
340.0,90.73
220.0,44.0
980.0,108.79
322.28,69.91
570.0,122.0
700.0,74.0
370.0,37.0
500.0,70.0
195.0,30.95
326.0,63.88
360.0,55.15
290.0,48.35
1100.0,83.25
1028.0,79.08
1980.0,120.0
355.0,50.0
389.0,68.42
1980.0,125.0
240.0,49.0
935.0,34.0
850.0,85.0
330.0,70.1
350.0,78.0
329.0,59.88
378.7,75.74
610.0,82.0
732.0,58.62
320.0,57.84
223.0,53.21
275.76,57.69
530.0,50.0
320.0,58.5
290.0,54.0
977.0,103.0
320.0,44.0
1140.0,99.0
695.0,72.0
470.0,13.0
310.0,69.0
510.0,75.0
230.0,41.0
1550.0,111.0
2790.0,240.0
2540.0,142.0
235.0,22.62
360.0,27.0
2200.0,152.0
350.26,53.07
444.45,96.62
327.44,71.65
995.0,23.0
260.0,51.0
1155.0,80.66
365.0,73.4
600.0,85.0
430.0,49.76
291.05,47.56
184.5,41.0
780.0,70.0
700.0,83.0
399.99,50.0
410.0,40.37
326.82,41.9
385.0,74.08
350.0,63.57
505.44,28.08
650.0,70.0
153.0,25.0
174.0,34.0
650.0,69.0
260.0,55.0
124.0,29.6
350.05,58.5
420.0,74.2
471.0,83.25
620.0,65.3
280.0,39.56
280.0,58.21
330.0,65.82
1090.0,146.0
650.0,108.0
310.0,60.0
507.6,56.4
303.0,56.98
368.49,56.69
743.75,87.5
370.0,42.0
1050.0,110.0
700.0,83.0
229.0,46.0
470.0,57.0
1200.0,76.0
260.0,52.38
291.0,69.25
620.0,89.0
297.02,58.24
670.0,96.0
664.0,61.69
460.0,77.7
813.23,73.93
248.0,37.0
595.0,100.0
420.0,62.0
774.09,86.01
835.0,62.0
317.0,58.14
464.0,80.0
900.0,38.35
690.0,85.0
578.0,64.19
425.0,85.19
690.0,80.0
980.0,122.5
850.0,35.0
475.0,78.0
530.0,50.46
2200.0,316.0
2000.0,95.0
172.28,31.38
540.0,63.7
480.0,86.0
369.12,46.43
300.0,21.0
450.0,37.0
240.0,68.87
429.0,60.0
650.0,130.0
429.0,58.48
650.0,91.06
350.0,57.53
629.0,62.85
499.0,87.0
270.0,54.0
261.0,29.0
965.0,76.17
450.0,54.0
272.0,50.87
332.36,60.43
725.0,85.0
1391.0,97.83
1277.0,107.0
284.55,56.91
600.0,59.0
599.0,59.76
655.0,50.0
302.0,67.0
1200.0,63.0
1300.0,149.0
855.0,90.0
395.0,23.5
407.62,92.43
250.0,38.63
245.0,35.0
452.0,82.19
1200.0,100.0
285.0,57.0
990.0,86.0
332.0,51.0
1430.0,109.6
280.0,51.81
1500.0,97.0
330.0,57.0
280.0,52.4
680.0,56.04
660.0,75.0
288.0,48.0
520.0,100.0
430.0,69.0
450.0,45.39
810.0,117.0
1225.0,150.0
500.0,61.0
530.0,67.0
790.0,97.0
347.0,71.55
372.0,61.91
295.0,59.48
993.45,110.38
1924.0,153.88
300.0,60.0
455.0,70.0
280.0,50.0
471.0,52.04
708.0,84.0
770.0,74.0
850.0,62.6
255.0,47.43
860.0,83.1
390.0,61.0
253.7,43.0
500.0,76.15
285.0,44.99
1249.0,88.08
875.0,60.03
528.0,88.0
303.8,49.0
703.0,100.0
475.0,62.7
525.0,74.8
410.0,50.0
470.0,48.0
350.0,31.0
450.0,45.0
349.0,79.04
430.0,57.0
680.0,98.0
280.0,55.26
345.0,53.0
840.0,27.0
240.0,31.93
845.0,98.0
310.0,71.91
939.0,83.46
670.0,52.0
350.0,18.0
198.65,39.73
1150.0,77.8
268.0,55.7
820.0,59.0
160.0,45.63
486.15,88.39
950.0,64.0
1150.0,119.0
1050.0,43.0
370.0,63.0
455.0,70.0
520.0,76.0
890.0,82.0
298.0,58.0
262.0,48.63
895.0,68.99
1294.0,82.0
980.0,68.0
579.0,64.33
4240.0,160.0
509.0,54.26
1217.0,86.91
850.0,95.0
850.0,95.0
250.0,49.8
265.0,47.27
660.0,50.73
198.0,39.13
1002.23,114.54
360.0,51.0
346.0,62.9
450.0,40.3
450.0,62.0
215.0,32.61
285.0,59.17
1380.0,135.0
1150.0,160.0
570.0,114.0
408.0,66.87
420.0,73.0
400.0,61.0
815.0,80.0
820.0,127.0
444.46,91.83
270.0,60.0
399.72,58.69
750.0,65.07
300.0,60.25
994.0,105.0
335.5,67.1
520.0,80.0
558.0,64.0
700.0,94.0
676.0,67.99
475.0,65.3
133.0,20.0
830.0,16.0
330.0,28.96
565.0,77.0
290.0,22.0
425.0,65.42
520.0,77.0
260.0,36.0
482.0,54.2
1000.0,65.0
580.0,38.0
280.0,49.75
495.0,70.0
284.0,52.81
1350.0,150.0
440.0,39.0
260.0,10.0
350.0,63.57
1447.3,82.0
395.0,52.7
280.0,62.67
297.0,66.04
275.0,50.0
1550.0,100.0
675.0,98.2
345.0,49.0
280.0,70.0
3500.0,79.0
850.0,130.0
950.0,75.0
406.0,68.0
750.0,83.0
665.0,71.89
286.0,52.0
750.0,75.0
988.91,73.25
1330.0,112.8
407.0,59.73
325.1,64.49
595.0,85.0
499.14,70.8
1460.0,154.0
773.0,59.45
210.0,60.2
355.0,71.01
1805.0,112.71
700.0,50.0
1020.0,135.07
210.0,29.18
1100.0,128.0
202.56,50.64
189.0,35.98
210.0,17.7
252.0,42.04
800.0,102.0
289.95,56.52
532.0,87.92
490.0,75.83
265.0,50.0
430.0,44.41
870.0,116.0
349.0,58.3
1770.0,100.0
275.0,13.0
280.0,42.0
520.0,74.07
280.0,59.7
414.62,86.38
335.0,67.26
233.15,35.38
810.0,82.0
486.45,83.87
1250.0,40.0
700.0,55.0
1384.0,120.36
195.0,33.73
475.0,100.59
940.66,56.82
350.0,17.67
390.0,61.0
380.0,67.0
400.0,68.0
230.0,41.7
282.5,57.66
390.0,72.11
595.0,70.03
430.0,61.8
1467.44,141.1
1250.0,38.0
1590.0,95.0
850.0,79.0
984.0,82.0
340.0,40.78
390.0,59.0
1190.0,50.0
385.0,64.0
318.0,53.0
890.0,85.3
270.0,61.5
1899.0,110.0
1075.0,100.0
219.78,68.68
350.0,48.21
550.0,60.0
300.25,60.37
1150.0,166.0
350.0,48.0
381.72,63.62
430.0,56.0
595.0,66.09
201.58,36.65
955.0,65.0
290.4,56.83
249.04,52.0
1190.0,62.0
326.25,65.25
749.0,66.62
226.7,47.23
611.0,74.51
240.0,45.0
1028.0,126.7
162.0,35.71
836.6,94.0
237.5,39.56
210.0,38.14
1500.0,100.0
1820.0,199.73
350.0,18.5
360.0,73.6
610.0,68.0
400.0,65.0
650.0,88.0
502.83,55.87
500.0,83.0
1200.0,112.0
900.0,70.0
1350.0,46.0
430.0,69.0
510.0,51.0
307.07,55.83
1350.0,115.0
980.0,88.0
900.0,86.42
380.0,38.28
550.0,84.0
326.0,67.1
5700.0,280.0
1200.0,47.0
450.0,36.38
485.0,71.48
750.0,103.09
595.0,63.0
460.0,98.0
920.0,101.94
349.0,52.33
980.0,33.0
325.0,50.0
890.0,89.0
499.0,61.0
450.0,54.0
405.86,57.98
310.0,60.0
375.0,63.78
240.0,37.89
1089.34,114.36
260.0,49.12
265.0,49.82
450.0,74.0
300.0,61.6
171.0,32.04
469.14,78.19
575.0,73.4
2250.0,200.0
420.0,70.0
1600.0,134.0
400.0,79.13
850.0,88.0
1050.0,103.05
1701.31,130.87
330.0,65.0
321.1,52.77
308.0,56.0
285.0,49.12
218.0,49.6
1593.0,106.2
990.0,82.0
510.0,70.0
950.0,52.0
345.0,52.5
4185.0,140.0
360.0,60.0
320.0,56.0
390.0,35.0
280.0,64.95
680.0,68.0
2220.0,142.9
850.0,89.0
790.0,87.61
850.0,133.77
425.0,60.6
290.0,58.0
285.0,40.0
131.0,14.0
995.0,62.0
375.0,65.39
380.0,56.38
1098.5,87.6
260.0,51.36
550.0,84.62
979.0,104.0
3670.0,153.0
319.0,65.27
860.0,77.0
340.0,67.75
550.0,55.76
590.0,115.78
490.0,85.0
700.0,150.0
425.0,60.0
550.0,11.9
980.0,126.0
890.0,151.0
316.0,66.0
233.0,49.47
1089.0,94.3
355.0,50.0
284.3,65.8
470.0,70.67
303.0,70.39
499.0,119.0
767.66,73.11
582.0,101.15
1040.0,80.59
710.0,146.64
790.0,48.0
559.0,86.0
1260.0,90.32
1850.0,141.0
380.0,22.0
675.0,52.0
1895.0,120.6
225.0,45.0
780.0,65.8
680.0,80.0
795.0,111.0
320.0,30.0
540.0,75.0
680.0,78.5
325.0,49.8
300.0,41.0
574.2,99.0
1299.49,54.97
510.0,85.0
768.0,73.15
2300.0,103.39
590.0,80.0
650.0,95.0
530.0,75.0
1021.86,97.0
372.0,49.5
1750.0,174.5
930.0,12.0
1490.0,150.0
971.0,111.0
